Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
1,disease,PROPN,"noun, proper singular",NNP,O,
1,2019,NUM,cardinal number,CD,B,DATE
1,(,PUNCT,left round bracket,-LRB-,O,
1,COVID-19,NOUN,"noun, singular or mass",NN,O,
1,),PUNCT,right round bracket,-RRB-,O,
1,suppression,NOUN,"noun, singular or mass",NN,O,
1,at,ADP,"conjunction, subordinating or preposition",IN,O,
1,a,DET,determiner,DT,O,
1,forum,NOUN,"noun, singular or mass",NN,O,
1,jointly,ADV,adverb,RB,O,
1,hosted,VERB,"verb, past participle",VBN,O,
1,today,NOUN,"noun, singular or mass",NN,B,DATE
1,by,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,B,ORG
1,Lancet,PROPN,"noun, proper singular",NNP,I,ORG
1,COVID-19,PROPN,"noun, proper singular",NNP,I,ORG
1,Commission,PROPN,"noun, proper singular",NNP,I,ORG
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,the,DET,determiner,DT,B,ORG
1,World,PROPN,"noun, proper singular",NNP,I,ORG
1,Health,PROPN,"noun, proper singular",NNP,I,ORG
1,Organization,PROPN,"noun, proper singular",NNP,I,ORG
1,(,PUNCT,left round bracket,-LRB-,O,
1,WHO,PRON,"wh-pronoun, personal",WP,O,
1,),PUNCT,right round bracket,-RRB-,O,
1,.,PUNCT,"punctuation mark, sentence closer",.,O,
2,"
",SPACE,whitespace,_SP,O,
2,Speakers,PROPN,"noun, proper singular",NNP,O,
2,from,ADP,"conjunction, subordinating or preposition",IN,O,
2,Australia,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Cambodia,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,China,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Cook,PROPN,"noun, proper singular",NNP,B,GPE
2,Islands,PROPN,"noun, proper singular",NNP,I,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Fiji,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Japan,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Mongolia,PROPN,"noun, proper singular",NNP,B,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,New,PROPN,"noun, proper singular",NNP,B,GPE
2,Zealand,PROPN,"noun, proper singular",NNP,I,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,the,DET,determiner,DT,B,GPE
2,Republic,PROPN,"noun, proper singular",NNP,I,GPE
2,of,ADP,"conjunction, subordinating or preposition",IN,I,GPE
2,Korea,PROPN,"noun, proper singular",NNP,I,GPE
2,",",PUNCT,"punctuation mark, comma",",",O,
2,Singapore,PROPN,"noun, proper singular",NNP,B,GPE
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,Viet,PROPN,"noun, proper singular",NNP,B,GPE
2,Nam,PROPN,"noun, proper singular",NNP,I,GPE
2,highlighted,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,experiences,NOUN,"noun, plural",NNS,O,
2,that,PRON,wh-determiner,WDT,O,
2,can,AUX,"verb, modal auxiliary",MD,O,
2,inform,VERB,"verb, base form",VB,O,
2,the,DET,determiner,DT,O,
2,next,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,phase,NOUN,"noun, singular or mass",NN,O,
2,of,ADP,"conjunction, subordinating or preposition",IN,O,
2,the,DET,determiner,DT,O,
2,COVID-19,PROPN,"noun, proper singular",NNP,O,
2,response,NOUN,"noun, singular or mass",NN,O,
2,.,PUNCT,"punctuation mark, sentence closer",.,O,
3,"
",SPACE,whitespace,_SP,O,
3,Almost,ADV,adverb,RB,B,DATE
3,a,DET,determiner,DT,I,DATE
3,year,NOUN,"noun, singular or mass",NN,I,DATE
3,into,ADP,"conjunction, subordinating or preposition",IN,O,
3,the,DET,determiner,DT,O,
3,COVID-19,NOUN,"noun, singular or mass",NN,O,
3,pandemic,NOUN,"noun, singular or mass",NN,O,
3,",",PUNCT,"punctuation mark, comma",",",O,
3,most,ADJ,"adjective, superlative",JJS,O,
3,of,ADP,"conjunction, subordinating or preposition",IN,O,
3,the,DET,determiner,DT,O,
3,countries,NOUN,"noun, plural",NNS,O,
3,in,ADP,"conjunction, subordinating or preposition",IN,O,
3,WHO,PRON,"wh-pronoun, personal",WP,O,
3,’s,PART,possessive ending,POS,O,
3,Western,PROPN,"noun, proper singular",NNP,O,
3,Pacific,PROPN,"noun, proper singular",NNP,O,
3,Region,PROPN,"noun, proper singular",NNP,O,
3,have,AUX,"verb, non-3rd person singular present",VBP,O,
3,managed,VERB,"verb, past participle",VBN,O,
3,to,PART,"infinitival ""to""",TO,O,
3,avoid,VERB,"verb, base form",VB,O,
3,large,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
3,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
3,scale,NOUN,"noun, singular or mass",NN,O,
3,community,NOUN,"noun, singular or mass",NN,O,
3,transmission,NOUN,"noun, singular or mass",NN,O,
3,.,PUNCT,"punctuation mark, sentence closer",.,O,
4,"
",SPACE,whitespace,_SP,O,
5,While,SCONJ,"conjunction, subordinating or preposition",IN,O,
5,the,DET,determiner,DT,O,
5,Region,PROPN,"noun, proper singular",NNP,O,
5,’s,PART,possessive ending,POS,O,
5,37,NUM,cardinal number,CD,B,CARDINAL
5,countries,NOUN,"noun, plural",NNS,O,
5,and,CCONJ,"conjunction, coordinating",CC,O,
5,areas,NOUN,"noun, plural",NNS,O,
5,are,AUX,"verb, non-3rd person singular present",VBP,O,
5,home,ADV,adverb,RB,O,
5,to,ADP,"conjunction, subordinating or preposition",IN,O,
5,more,ADJ,"adjective, comparative",JJR,B,DATE
5,than,ADP,"conjunction, subordinating or preposition",IN,I,DATE
5,a,DET,determiner,DT,I,DATE
5,quarter,NOUN,"noun, singular or mass",NN,I,DATE
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,the,DET,determiner,DT,O,
5,world,NOUN,"noun, singular or mass",NN,O,
5,population,NOUN,"noun, singular or mass",NN,O,
5,",",PUNCT,"punctuation mark, comma",",",O,
5,they,PRON,"pronoun, personal",PRP,O,
5,have,VERB,"verb, non-3rd person singular present",VBP,O,
5,less,ADJ,"adjective, comparative",JJR,B,PERCENT
5,than,ADP,"conjunction, subordinating or preposition",IN,I,PERCENT
5,1.4,NUM,cardinal number,CD,I,PERCENT
5,%,NOUN,"noun, singular or mass",NN,I,PERCENT
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,globally,ADV,adverb,RB,O,
5,confirmed,VERB,"verb, past participle",VBN,O,
5,cases,NOUN,"noun, plural",NNS,O,
5,to,ADP,"conjunction, subordinating or preposition",IN,O,
5,date,NOUN,"noun, singular or mass",NN,O,
5,.,PUNCT,"punctuation mark, sentence closer",.,O,
6,"
",SPACE,whitespace,_SP,O,
6,There,PRON,existential there,EX,O,
6,is,VERB,"verb, 3rd person singular present",VBZ,O,
6,no,DET,determiner,DT,O,
6,simple,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,or,CCONJ,"conjunction, coordinating",CC,O,
6,singular,VERB,"verb, base form",VB,O,
6,explanation,NOUN,"noun, singular or mass",NN,O,
6,for,ADP,"conjunction, subordinating or preposition",IN,O,
6,the,DET,determiner,DT,O,
6,Region,PROPN,"noun, proper singular",NNP,B,ORG
6,’s,PART,possessive ending,POS,O,
6,relative,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,success,NOUN,"noun, singular or mass",NN,O,
6,in,ADP,"conjunction, subordinating or preposition",IN,O,
6,suppressing,VERB,"verb, gerund or present participle",VBG,O,
6,transmission,NOUN,"noun, singular or mass",NN,O,
6,of,ADP,"conjunction, subordinating or preposition",IN,O,
6,the,DET,determiner,DT,O,
6,virus,NOUN,"noun, singular or mass",NN,O,
6,thus,ADV,adverb,RB,O,
6,far,ADV,adverb,RB,O,
6,",",PUNCT,"punctuation mark, comma",",",O,
6,but,CCONJ,"conjunction, coordinating",CC,O,
6,important,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,lessons,NOUN,"noun, plural",NNS,O,
6,can,AUX,"verb, modal auxiliary",MD,O,
6,be,AUX,"verb, base form",VB,O,
6,identified,VERB,"verb, past participle",VBN,O,
6,from,ADP,"conjunction, subordinating or preposition",IN,O,
6,countries,NOUN,"noun, plural",NNS,O,
6,’,PART,possessive ending,POS,O,
6,experiences,NOUN,"noun, plural",NNS,O,
6,of,ADP,"conjunction, subordinating or preposition",IN,O,
6,the,DET,determiner,DT,O,
6,response,NOUN,"noun, singular or mass",NN,O,
6,.,PUNCT,"punctuation mark, sentence closer",.,O,
7,"
",SPACE,whitespace,_SP,O,
7,These,PRON,determiner,DT,O,
7,include,VERB,"verb, non-3rd person singular present",VBP,O,
7,the,DET,determiner,DT,O,
7,importance,NOUN,"noun, singular or mass",NN,O,
7,of,ADP,"conjunction, subordinating or preposition",IN,O,
7,preparedness,NOUN,"noun, singular or mass",NN,O,
7,and,CCONJ,"conjunction, coordinating",CC,O,
7,health,NOUN,"noun, singular or mass",NN,O,
7,systems,NOUN,"noun, plural",NNS,O,
7,strengthening,VERB,"verb, gerund or present participle",VBG,O,
7,",",PUNCT,"punctuation mark, comma",",",O,
7,and,CCONJ,"conjunction, coordinating",CC,O,
7,the,DET,determiner,DT,O,
7,vital,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
7,role,NOUN,"noun, singular or mass",NN,O,
7,of,ADP,"conjunction, subordinating or preposition",IN,O,
7,testing,NOUN,"noun, singular or mass",NN,O,
7,and,CCONJ,"conjunction, coordinating",CC,O,
7,contact,NOUN,"noun, singular or mass",NN,O,
7,tracing,VERB,"verb, gerund or present participle",VBG,O,
7,as,ADP,"conjunction, subordinating or preposition",IN,O,
7,part,NOUN,"noun, singular or mass",NN,O,
7,of,ADP,"conjunction, subordinating or preposition",IN,O,
7,a,DET,determiner,DT,O,
7,comprehensive,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
7,public,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
7,health,NOUN,"noun, singular or mass",NN,O,
7,response,NOUN,"noun, singular or mass",NN,O,
7,.,PUNCT,"punctuation mark, sentence closer",.,O,
8,"
",SPACE,whitespace,_SP,O,
8,Other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,lessons,NOUN,"noun, plural",NNS,O,
8,take,VERB,"verb, non-3rd person singular present",VBP,O,
8,into,ADP,"conjunction, subordinating or preposition",IN,O,
8,account,NOUN,"noun, singular or mass",NN,O,
8,the,DET,determiner,DT,O,
8,role,NOUN,"noun, singular or mass",NN,O,
8,of,ADP,"conjunction, subordinating or preposition",IN,O,
8,health,NOUN,"noun, singular or mass",NN,O,
8,communication,NOUN,"noun, singular or mass",NN,O,
8,in,ADP,"conjunction, subordinating or preposition",IN,O,
8,entrenching,VERB,"verb, gerund or present participle",VBG,O,
8,social,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,norms,NOUN,"noun, plural",NNS,O,
8, ,SPACE,whitespace,_SP,O,
8,https://www.who.int/westernpacific/news/item/17-12-2020-from-containment-to-suppression-who-and-lancet-covid-19-commission-highlight-lessons-fro,NOUN,"noun, singular or mass",NN,O,
8,…,PUNCT,superfluous punctuation,NFP,O,
8,1/3,NUM,cardinal number,CD,B,CARDINAL
8, ,SPACE,whitespace,_SP,O,
8,3/18/22,NUM,cardinal number,CD,B,PRODUCT
8,",",PUNCT,"punctuation mark, comma",",",O,
8,12:52,NUM,cardinal number,CD,B,TIME
8,AM,NOUN,"noun, singular or mass",NN,I,TIME
8, ,SPACE,whitespace,_SP,O,
8,From,ADP,"conjunction, subordinating or preposition",IN,O,
8,containment,NOUN,"noun, singular or mass",NN,O,
8,to,ADP,"conjunction, subordinating or preposition",IN,O,
8,suppression,NOUN,"noun, singular or mass",NN,O,
8,:,PUNCT,"punctuation mark, colon or ellipsis",:,O,
8,WHO,PRON,"wh-pronoun, personal",WP,O,
8,and,CCONJ,"conjunction, coordinating",CC,O,
8,Lancet,PROPN,"noun, proper singular",NNP,B,ORG
8,COVID-19,PROPN,"noun, proper singular",NNP,I,ORG
8,Commission,PROPN,"noun, proper singular",NNP,I,ORG
8,highlight,NOUN,"noun, singular or mass",NN,O,
8,lessons,NOUN,"noun, plural",NNS,O,
8,from,ADP,"conjunction, subordinating or preposition",IN,O,
8,the,DET,determiner,DT,B,LOC
8,Western,PROPN,"noun, proper singular",NNP,I,LOC
8,Pacific,PROPN,"noun, proper singular",NNP,I,LOC
8,Region,PROPN,"noun, proper singular",NNP,I,LOC
8, ,SPACE,whitespace,_SP,O,
8,around,ADP,"conjunction, subordinating or preposition",IN,O,
8,protective,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,behaviours,NOUN,"noun, plural",NNS,O,
8,such,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,as,ADP,"conjunction, subordinating or preposition",IN,O,
8,mask,NOUN,"noun, singular or mass",NN,O,
8,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
8,wearing,VERB,"verb, gerund or present participle",VBG,O,
8,",",PUNCT,"punctuation mark, comma",",",O,
8,handwashing,NOUN,"noun, singular or mass",NN,O,
8,and,CCONJ,"conjunction, coordinating",CC,O,
8,physical,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,distancing,NOUN,"noun, singular or mass",NN,O,
8,",",PUNCT,"punctuation mark, comma",",",O,
8,and,CCONJ,"conjunction, coordinating",CC,O,
8,the,DET,determiner,DT,O,
8,importance,NOUN,"noun, singular or mass",NN,O,
8,of,ADP,"conjunction, subordinating or preposition",IN,O,
8,regional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
8,solidarity,NOUN,"noun, singular or mass",NN,O,
8,and,CCONJ,"conjunction, coordinating",CC,O,
8,the,DET,determiner,DT,O,
8,“,PUNCT,opening quotation mark,``,O,
8,neighbourhood,NOUN,"noun, singular or mass",NN,O,
8,effect,NOUN,"noun, singular or mass",NN,O,
8,”,PUNCT,closing quotation mark,'',O,
8,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
8,countries,NOUN,"noun, plural",NNS,O,
8,in,ADP,"conjunction, subordinating or preposition",IN,O,
8,the,DET,determiner,DT,O,
8,Region,PROPN,"noun, proper singular",NNP,O,
8,benchmarking,VERB,"verb, gerund or present participle",VBG,O,
8,themselves,PRON,"pronoun, personal",PRP,O,
8,against,ADP,"conjunction, subordinating or preposition",IN,O,
8,others,NOUN,"noun, plural",NNS,O,
8,that,PRON,wh-determiner,WDT,O,
8,are,AUX,"verb, non-3rd person singular present",VBP,O,
8,aiming,VERB,"verb, gerund or present participle",VBG,O,
8,to,PART,"infinitival ""to""",TO,O,
8,supress,VERB,"verb, base form",VB,O,
8,transmission,NOUN,"noun, singular or mass",NN,O,
8,.,PUNCT,"punctuation mark, sentence closer",.,O,
9,"
",SPACE,whitespace,_SP,O,
9,“,PUNCT,opening quotation mark,``,O,
9,There,PRON,existential there,EX,O,
9,are,VERB,"verb, non-3rd person singular present",VBP,O,
9,many,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
9,factors,NOUN,"noun, plural",NNS,O,
9,that,PRON,wh-determiner,WDT,O,
9,help,VERB,"verb, non-3rd person singular present",VBP,O,
9,to,PART,"infinitival ""to""",TO,O,
9,explain,VERB,"verb, base form",VB,O,
9,why,SCONJ,wh-adverb,WRB,O,
9,our,PRON,"pronoun, possessive",PRP$,O,
9,Region,PROPN,"noun, proper singular",NNP,O,
9,has,AUX,"verb, 3rd person singular present",VBZ,O,
9,fared,VERB,"verb, past participle",VBN,O,
9,relatively,ADV,adverb,RB,O,
9,well,ADV,adverb,RB,O,
9,.,PUNCT,"punctuation mark, sentence closer",.,O,
10,"
",SPACE,whitespace,_SP,O,
10,For,ADP,"conjunction, subordinating or preposition",IN,O,
10,example,NOUN,"noun, singular or mass",NN,O,
10,",",PUNCT,"punctuation mark, comma",",",O,
10,long,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
10,term,NOUN,"noun, singular or mass",NN,O,
10,investment,NOUN,"noun, singular or mass",NN,O,
10,and,CCONJ,"conjunction, coordinating",CC,O,
10,commitment,NOUN,"noun, singular or mass",NN,O,
10,to,ADP,"conjunction, subordinating or preposition",IN,O,
10,preparedness,NOUN,"noun, singular or mass",NN,O,
10,and,CCONJ,"conjunction, coordinating",CC,O,
10,building,NOUN,"noun, singular or mass",NN,O,
10,response,NOUN,"noun, singular or mass",NN,O,
10,capacities,NOUN,"noun, plural",NNS,O,
10,",",PUNCT,"punctuation mark, comma",",",O,
10,testing,NOUN,"noun, singular or mass",NN,O,
10,and,CCONJ,"conjunction, coordinating",CC,O,
10,contact,NOUN,"noun, singular or mass",NN,O,
10,tracing,VERB,"verb, gerund or present participle",VBG,O,
10,linked,VERB,"verb, past participle",VBN,O,
10,to,ADP,"conjunction, subordinating or preposition",IN,O,
10,strong,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,public,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,health,NOUN,"noun, singular or mass",NN,O,
10,systems,NOUN,"noun, plural",NNS,O,
10,",",PUNCT,"punctuation mark, comma",",",O,
10,good,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,systems,NOUN,"noun, plural",NNS,O,
10,for,ADP,"conjunction, subordinating or preposition",IN,O,
10,multi,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,-,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,source,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,surveillance,NOUN,"noun, singular or mass",NN,O,
10,",",PUNCT,"punctuation mark, comma",",",O,
10,strong,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,communication,NOUN,"noun, singular or mass",NN,O,
10,and,CCONJ,"conjunction, coordinating",CC,O,
10,regional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,solidarity,NOUN,"noun, singular or mass",NN,B,ORG
10,.,PUNCT,"punctuation mark, sentence closer",.,O,
11,"
",SPACE,whitespace,_SP,O,
11,None,NOUN,"noun, singular or mass",NN,O,
11,of,ADP,"conjunction, subordinating or preposition",IN,O,
11,these,DET,determiner,DT,O,
11,things,NOUN,"noun, plural",NNS,O,
11,are,AUX,"verb, non-3rd person singular present",VBP,O,
11,unique,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,to,ADP,"conjunction, subordinating or preposition",IN,O,
11,the,DET,determiner,DT,B,LOC
11,Western,PROPN,"noun, proper singular",NNP,I,LOC
11,Pacific,PROPN,"noun, proper singular",NNP,I,LOC
11,Region,PROPN,"noun, proper singular",NNP,I,LOC
11,",",PUNCT,"punctuation mark, comma",",",O,
11,but,CCONJ,"conjunction, coordinating",CC,O,
11,they,PRON,"pronoun, personal",PRP,O,
11,have,AUX,"verb, non-3rd person singular present",VBP,O,
11,come,VERB,"verb, past participle",VBN,O,
11,together,ADV,adverb,RB,O,
11,this,DET,determiner,DT,B,DATE
11,year,NOUN,"noun, singular or mass",NN,I,DATE
11,in,ADP,"conjunction, subordinating or preposition",IN,O,
11,a,DET,determiner,DT,O,
11,unique,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,way,NOUN,"noun, singular or mass",NN,O,
11,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
11,sparing,VERB,"verb, gerund or present participle",VBG,O,
11,us,PRON,"pronoun, personal",PRP,O,
11,from,ADP,"conjunction, subordinating or preposition",IN,O,
11,the,DET,determiner,DT,O,
11,scale,NOUN,"noun, singular or mass",NN,O,
11,of,ADP,"conjunction, subordinating or preposition",IN,O,
11,devastation,NOUN,"noun, singular or mass",NN,O,
11,from,ADP,"conjunction, subordinating or preposition",IN,O,
11,this,DET,determiner,DT,O,
11,virus,NOUN,"noun, singular or mass",NN,O,
11,that,PRON,wh-determiner,WDT,O,
11,we,PRON,"pronoun, personal",PRP,O,
11,are,AUX,"verb, non-3rd person singular present",VBP,O,
11,currently,ADV,adverb,RB,O,
11,seeing,VERB,"verb, gerund or present participle",VBG,O,
11,in,ADP,"conjunction, subordinating or preposition",IN,O,
11,other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,parts,NOUN,"noun, plural",NNS,O,
11,of,ADP,"conjunction, subordinating or preposition",IN,O,
11,the,DET,determiner,DT,O,
11,world,NOUN,"noun, singular or mass",NN,O,
11,.,PUNCT,"punctuation mark, sentence closer",.,O,
12,"
",SPACE,whitespace,_SP,O,
13,But,CCONJ,"conjunction, coordinating",CC,O,
13,this,PRON,determiner,DT,O,
13,is,AUX,"verb, 3rd person singular present",VBZ,O,
13,obviously,ADV,adverb,RB,O,
13,no,DET,determiner,DT,O,
13,time,NOUN,"noun, singular or mass",NN,O,
13,to,PART,"infinitival ""to""",TO,O,
13,be,AUX,"verb, base form",VB,O,
13,complacent,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
13,:,PUNCT,"punctuation mark, colon or ellipsis",:,O,
13,the,DET,determiner,DT,O,
13,pandemic,NOUN,"noun, singular or mass",NN,O,
13,is,AUX,"verb, 3rd person singular present",VBZ,O,
13,far,ADV,adverb,RB,O,
13,from,ADP,"conjunction, subordinating or preposition",IN,O,
13,over,ADP,"conjunction, subordinating or preposition",IN,O,
13,",",PUNCT,"punctuation mark, comma",",",O,
13,and,CCONJ,"conjunction, coordinating",CC,O,
13,how,SCONJ,wh-adverb,WRB,O,
13,it,PRON,"pronoun, personal",PRP,O,
13,evolves,VERB,"verb, 3rd person singular present",VBZ,O,
13,in,ADP,"conjunction, subordinating or preposition",IN,O,
13,the,DET,determiner,DT,O,
13,next,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
13,phase,NOUN,"noun, singular or mass",NN,O,
13,depends,VERB,"verb, 3rd person singular present",VBZ,O,
13,on,ADP,"conjunction, subordinating or preposition",IN,O,
13,our,PRON,"pronoun, possessive",PRP$,O,
13,individual,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
13,and,CCONJ,"conjunction, coordinating",CC,O,
13,collective,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
13,actions,NOUN,"noun, plural",NNS,O,
13,",",PUNCT,"punctuation mark, comma",",",O,
13,”,PUNCT,closing quotation mark,'',O,
13,said,VERB,"verb, past tense",VBD,O,
13,Dr,PROPN,"noun, proper singular",NNP,B,PERSON
13,Kasai,PROPN,"noun, proper singular",NNP,I,PERSON
13,",",PUNCT,"punctuation mark, comma",",",O,
13,WHO,PRON,"wh-pronoun, personal",WP,O,
13,Regional,PROPN,"noun, proper singular",NNP,O,
13,Director,PROPN,"noun, proper singular",NNP,O,
13,for,ADP,"conjunction, subordinating or preposition",IN,O,
13,the,DET,determiner,DT,B,ORG
13,Western,PROPN,"noun, proper singular",NNP,I,ORG
13,Pacific,PROPN,"noun, proper singular",NNP,I,ORG
13,.,PUNCT,"punctuation mark, sentence closer",.,O,
14,"
",SPACE,whitespace,_SP,O,
15,“,PUNCT,opening quotation mark,``,O,
15,The,DET,determiner,DT,B,WORK_OF_ART
15,Western,PROPN,"noun, proper singular",NNP,I,WORK_OF_ART
15,Pacific,PROPN,"noun, proper singular",NNP,I,WORK_OF_ART
15,Region,PROPN,"noun, proper singular",NNP,I,WORK_OF_ART
