Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,NOUN,"noun, singular or mass",NN,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,world,NOUN,"noun, singular or mass",NN,O,
0,’s,PART,possessive ending,POS,O,
0,most,ADV,"adverb, superlative",RBS,O,
0,populous,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,region,NOUN,"noun, singular or mass",NN,O,
0,is,AUX,"verb, 3rd person singular present",VBZ,O,
0,threatening,VERB,"verb, gerund or present participle",VBG,O,
0,to,PART,"infinitival ""to""",TO,O,
0,further,ADV,adverb,RB,O,
0,undermine,VERB,"verb, base form",VB,O,
0,efforts,NOUN,"noun, plural",NNS,O,
0,to,PART,"infinitival ""to""",TO,O,
0,improve,VERB,"verb, base form",VB,O,
0,diets,NOUN,"noun, plural",NNS,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,nutrition,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,nearly,ADV,adverb,RB,B,CARDINAL
0,two,NUM,cardinal number,CD,I,CARDINAL
0,billion,NUM,cardinal number,CD,I,CARDINAL
0,people,NOUN,"noun, plural",NNS,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,Asia,PROPN,"noun, proper singular",NNP,B,LOC
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,the,DET,determiner,DT,O,
0,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
0,who,PRON,"wh-pronoun, personal",WP,O,
0,were,AUX,"verb, past tense",VBD,O,
0,already,ADV,adverb,RB,O,
0,unable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,to,PART,"infinitival ""to""",TO,O,
0,afford,VERB,"verb, base form",VB,O,
0,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,diets,NOUN,"noun, plural",NNS,O,
0,prior,ADV,adverb,RB,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,pandemic,NOUN,"noun, singular or mass",NN,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,says,VERB,"verb, 3rd person singular present",VBZ,O,
0,a,DET,determiner,DT,O,
0,new,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,report,NOUN,"noun, singular or mass",NN,O,
0,published,VERB,"verb, past participle",VBN,O,
0,today,NOUN,"noun, singular or mass",NN,B,DATE
0,by,ADP,"conjunction, subordinating or preposition",IN,O,
0,four,NUM,cardinal number,CD,B,CARDINAL
0,specialized,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,agencies,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,United,PROPN,"noun, proper singular",NNP,I,ORG
0,Nations,PROPN,"noun, proper singular",NNP,I,ORG
0,.,PUNCT,"punctuation mark, sentence closer",.,O,
1,"
",SPACE,whitespace,_SP,O,
1,The,DET,determiner,DT,O,
1,report,NOUN,"noun, singular or mass",NN,O,
1,found,VERB,"verb, past tense",VBD,O,
1,that,SCONJ,"conjunction, subordinating or preposition",IN,O,
1,1.9,NUM,cardinal number,CD,B,CARDINAL
1,billion,NUM,cardinal number,CD,I,CARDINAL
1,people,NOUN,"noun, plural",NNS,O,
1,were,AUX,"verb, past tense",VBD,O,
1,unable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,to,PART,"infinitival ""to""",TO,O,
1,afford,VERB,"verb, base form",VB,O,
1,a,DET,determiner,DT,O,
1,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,diet,NOUN,"noun, singular or mass",NN,O,
1,",",PUNCT,"punctuation mark, comma",",",O,
1,even,ADV,adverb,RB,O,
1,before,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,O,
1,COVID-,PROPN,"noun, proper singular",NNP,O,
1,19,NUM,cardinal number,CD,B,CARDINAL
1,outbreak,NOUN,"noun, singular or mass",NN,O,
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,the,DET,determiner,DT,O,
1,damage,NOUN,"noun, singular or mass",NN,O,
1,it,PRON,"pronoun, personal",PRP,O,
1,has,AUX,"verb, 3rd person singular present",VBZ,O,
1,since,SCONJ,"conjunction, subordinating or preposition",IN,O,
1,caused,VERB,"verb, past participle",VBN,O,
1,to,ADP,"conjunction, subordinating or preposition",IN,O,
1,economies,NOUN,"noun, plural",NNS,O,
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,individual,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,livelihoods,NOUN,"noun, plural",NNS,O,
1,.,PUNCT,"punctuation mark, sentence closer",.,O,
2,"
",SPACE,whitespace,_SP,O,
2,Due,ADP,"conjunction, subordinating or preposition",IN,O,
2,to,ADP,"conjunction, subordinating or preposition",IN,O,
2,higher,ADJ,"adjective, comparative",JJR,O,
2,prices,NOUN,"noun, plural",NNS,O,
2,for,ADP,"conjunction, subordinating or preposition",IN,O,
2,fruits,NOUN,"noun, plural",NNS,O,
2,",",PUNCT,"punctuation mark, comma",",",O,
2,vegetables,NOUN,"noun, plural",NNS,O,
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,dairy,NOUN,"noun, singular or mass",NN,O,
2,products,NOUN,"noun, plural",NNS,O,
2,",",PUNCT,"punctuation mark, comma",",",O,
2,it,PRON,"pronoun, personal",PRP,O,
2,has,AUX,"verb, 3rd person singular present",VBZ,O,
2,become,VERB,"verb, past participle",VBN,O,
2,nearly,ADV,adverb,RB,O,
2,impossible,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,for,SCONJ,"conjunction, subordinating or preposition",IN,O,
2,poor,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,people,NOUN,"noun, plural",NNS,O,
2,in,ADP,"conjunction, subordinating or preposition",IN,O,
2,Asia,PROPN,"noun, proper singular",NNP,B,LOC
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,the,DET,determiner,DT,O,
2,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
2,to,PART,"infinitival ""to""",TO,O,
2,achieve,VERB,"verb, base form",VB,O,
2,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,diets,NOUN,"noun, plural",NNS,O,
2,",",PUNCT,"punctuation mark, comma",",",O,
2,the,DET,determiner,DT,O,
2,affordability,NOUN,"noun, singular or mass",NN,O,
2,of,ADP,"conjunction, subordinating or preposition",IN,O,
2,which,PRON,wh-determiner,WDT,O,
2,is,AUX,"verb, 3rd person singular present",VBZ,O,
2,critical,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,to,PART,"infinitival ""to""",TO,O,
2,ensure,VERB,"verb, base form",VB,O,
2,food,NOUN,"noun, singular or mass",NN,O,
2,security,NOUN,"noun, singular or mass",NN,O,
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,nutrition,NOUN,"noun, singular or mass",NN,O,
2,for,ADP,"conjunction, subordinating or preposition",IN,O,
2,all,PRON,determiner,DT,O,
2,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,for,ADP,"conjunction, subordinating or preposition",IN,O,
2,mothers,NOUN,"noun, plural",NNS,O,
2,and,CCONJ,"conjunction, coordinating",CC,O,
2,children,NOUN,"noun, plural",NNS,O,
2,in,ADP,"conjunction, subordinating or preposition",IN,O,
2,particular,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
2,.,PUNCT,"punctuation mark, sentence closer",.,O,
3,"
",SPACE,whitespace,_SP,O,
3,Food,NOUN,"noun, singular or mass",NN,O,
3,prices,NOUN,"noun, plural",NNS,O,
3,and,CCONJ,"conjunction, coordinating",CC,O,
3,available,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
3,incomes,NOUN,"noun, plural",NNS,O,
3,govern,VERB,"verb, non-3rd person singular present",VBP,O,
3,household,NOUN,"noun, singular or mass",NN,O,
3,decisions,NOUN,"noun, plural",NNS,O,
3,on,ADP,"conjunction, subordinating or preposition",IN,O,
3,food,NOUN,"noun, singular or mass",NN,O,
3,and,CCONJ,"conjunction, coordinating",CC,O,
3,dietary,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
3,intake,NOUN,"noun, singular or mass",NN,O,
3,.,PUNCT,"punctuation mark, sentence closer",.,O,
4,"
",SPACE,whitespace,_SP,O,
5,But,CCONJ,"conjunction, coordinating",CC,O,
5,the,DET,determiner,DT,O,
5,outbreak,NOUN,"noun, singular or mass",NN,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,COVID-19,NOUN,"noun, singular or mass",NN,O,
5,and,CCONJ,"conjunction, coordinating",CC,O,
5,a,DET,determiner,DT,O,
5,lack,NOUN,"noun, singular or mass",NN,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,decent,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
5,work,NOUN,"noun, singular or mass",NN,O,
5,opportunities,NOUN,"noun, plural",NNS,O,
5,in,ADP,"conjunction, subordinating or preposition",IN,O,
5,many,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
5,parts,NOUN,"noun, plural",NNS,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,the,DET,determiner,DT,O,
5,region,NOUN,"noun, singular or mass",NN,O,
5,",",PUNCT,"punctuation mark, comma",",",O,
5,alongside,ADP,"conjunction, subordinating or preposition",IN,O,
5,significant,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
5,uncertainty,NOUN,"noun, singular or mass",NN,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,food,NOUN,"noun, singular or mass",NN,O,
5,systems,NOUN,"noun, plural",NNS,O,
5,and,CCONJ,"conjunction, coordinating",CC,O,
5,markets,NOUN,"noun, plural",NNS,O,
5,",",PUNCT,"punctuation mark, comma",",",O,
5,has,AUX,"verb, 3rd person singular present",VBZ,O,
5,led,VERB,"verb, past participle",VBN,O,
5,to,ADP,"conjunction, subordinating or preposition",IN,O,
5,a,DET,determiner,DT,O,
5,worsening,NOUN,"noun, singular or mass",NN,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,inequality,NOUN,"noun, singular or mass",NN,O,
5,",",PUNCT,"punctuation mark, comma",",",O,
5,as,ADP,"conjunction, subordinating or preposition",IN,O,
5,poorer,ADJ,"adjective, comparative",JJR,O,
5, ,SPACE,whitespace,_SP,O,
5,https://www.who.int/westernpacific/news/item/20-01-2021-un-agencies-warn-economic-impact-of-covid-19-and-worsening-inequalities-will-fuel-malnutri,PROPN,"noun, proper singular",NNP,O,
5,…,PUNCT,superfluous punctuation,NFP,O,
5,1/3,NUM,cardinal number,CD,B,CARDINAL
5, ,SPACE,whitespace,_SP,O,
5,3/18/22,NUM,cardinal number,CD,B,PRODUCT
5,",",PUNCT,"punctuation mark, comma",",",O,
5,12:52,NUM,cardinal number,CD,B,TIME
5,AM,NOUN,"noun, singular or mass",NN,I,TIME
5, ,SPACE,whitespace,_SP,O,
5,UN,PROPN,"noun, proper singular",NNP,B,ORG
5,agencies,NOUN,"noun, plural",NNS,O,
5,warn,VERB,"verb, non-3rd person singular present",VBP,O,
5,economic,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
5,impact,NOUN,"noun, singular or mass",NN,O,
5,of,ADP,"conjunction, subordinating or preposition",IN,O,
5,COVID-19,NOUN,"noun, singular or mass",NN,O,
5,and,CCONJ,"conjunction, coordinating",CC,O,
5,worsening,VERB,"verb, gerund or present participle",VBG,O,
5,inequalities,NOUN,"noun, plural",NNS,O,
5,will,AUX,"verb, modal auxiliary",MD,O,
5,fuel,VERB,"verb, base form",VB,O,
5,malnutrition,NOUN,"noun, singular or mass",NN,O,
5,for,ADP,"conjunction, subordinating or preposition",IN,O,
5,billions,NOUN,"noun, plural",NNS,B,CARDINAL
5,in,ADP,"conjunction, subordinating or preposition",IN,O,
5,Asia,PROPN,"noun, proper singular",NNP,B,LOC
5,and,CCONJ,"conjunction, coordinating",CC,O,
5,the,DET,determiner,DT,O,
5,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
5, ,SPACE,whitespace,_SP,O,
5,families,NOUN,"noun, plural",NNS,O,
5,with,ADP,"conjunction, subordinating or preposition",IN,O,
5,dwindling,VERB,"verb, gerund or present participle",VBG,O,
5,incomes,NOUN,"noun, plural",NNS,O,
5,further,ADV,adverb,RB,O,
5,alter,VERB,"verb, base form",VB,O,
5,their,PRON,"pronoun, possessive",PRP$,O,
5,diets,NOUN,"noun, plural",NNS,O,
5,to,PART,"infinitival ""to""",TO,O,
5,choose,VERB,"verb, base form",VB,O,
5,cheaper,ADJ,"adjective, comparative",JJR,O,
5,",",PUNCT,"punctuation mark, comma",",",O,
5,less,ADV,"adverb, comparative",RBR,O,
5,nutritious,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
5,foods,NOUN,"noun, plural",NNS,O,
5,.,PUNCT,"punctuation mark, sentence closer",.,O,
6,"
",SPACE,whitespace,_SP,O,
6,Making,VERB,"verb, gerund or present participle",VBG,O,
6,nutritious,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,foods,NOUN,"noun, plural",NNS,O,
6,affordable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,and,CCONJ,"conjunction, coordinating",CC,O,
6,accessible,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,  ,SPACE,whitespace,_SP,O,
6,More,ADJ,"adjective, comparative",JJR,B,CARDINAL
6,than,ADP,"conjunction, subordinating or preposition",IN,I,CARDINAL
6,350,NUM,cardinal number,CD,I,CARDINAL
6,million,NUM,cardinal number,CD,I,CARDINAL
6,people,NOUN,"noun, plural",NNS,O,
6,in,ADP,"conjunction, subordinating or preposition",IN,O,
6,the,DET,determiner,DT,O,
6,Asia,PROPN,"noun, proper singular",NNP,B,LOC
6,and,CCONJ,"conjunction, coordinating",CC,O,
6,the,DET,determiner,DT,O,
6,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
6,were,AUX,"verb, past tense",VBD,O,
6,undernourished,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,in,ADP,"conjunction, subordinating or preposition",IN,O,
6,2019,NUM,cardinal number,CD,B,DATE
6,",",PUNCT,"punctuation mark, comma",",",O,
6,or,CCONJ,"conjunction, coordinating",CC,O,
6,roughly,ADV,adverb,RB,B,CARDINAL
6,half,NOUN,"noun, singular or mass",NN,I,CARDINAL
6,of,ADP,"conjunction, subordinating or preposition",IN,O,
6,the,DET,determiner,DT,O,
6,global,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
6,total,NOUN,"noun, singular or mass",NN,O,
6,.,PUNCT,"punctuation mark, sentence closer",.,O,
7,"
",SPACE,whitespace,_SP,O,
7,Across,ADP,"conjunction, subordinating or preposition",IN,O,
7,the,DET,determiner,DT,O,
7,region,NOUN,"noun, singular or mass",NN,O,
7,",",PUNCT,"punctuation mark, comma",",",O,
7,an,DET,determiner,DT,B,CARDINAL
7,estimated,VERB,"verb, past participle",VBN,I,CARDINAL
7,74.5,NUM,cardinal number,CD,I,CARDINAL
7,million,NUM,cardinal number,CD,I,CARDINAL
7,children,NOUN,"noun, plural",NNS,O,
7,under,ADP,"conjunction, subordinating or preposition",IN,B,DATE
7,5,NUM,cardinal number,CD,I,DATE
7,years,NOUN,"noun, plural",NNS,I,DATE
7,of,ADP,"conjunction, subordinating or preposition",IN,I,DATE
7,age,NOUN,"noun, singular or mass",NN,I,DATE
7,were,AUX,"verb, past tense",VBD,O,
7,stunted,VERB,"verb, past participle",VBN,O,
7,(,PUNCT,left round bracket,-LRB-,O,
7,too,ADV,adverb,RB,O,
7,short,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
7,for,ADP,"conjunction, subordinating or preposition",IN,O,
7,their,PRON,"pronoun, possessive",PRP$,O,
7,age,NOUN,"noun, singular or mass",NN,O,
7,),PUNCT,right round bracket,-RRB-,O,
7,and,CCONJ,"conjunction, coordinating",CC,O,
7,31.5,NUM,cardinal number,CD,B,CARDINAL
7,million,NUM,cardinal number,CD,I,CARDINAL
7,suffered,VERB,"verb, past tense",VBD,O,
7,from,ADP,"conjunction, subordinating or preposition",IN,O,
7,wasting,VERB,"verb, gerund or present participle",VBG,O,
7,(,PUNCT,left round bracket,-LRB-,O,
7,too,ADV,adverb,RB,O,
7,thin,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
7,for,ADP,"conjunction, subordinating or preposition",IN,O,
7,height,NOUN,"noun, singular or mass",NN,O,
7,),PUNCT,right round bracket,-RRB-,O,
7,.,PUNCT,"punctuation mark, sentence closer",.,O,
8,"
",SPACE,whitespace,_SP,O,
8,The,DET,determiner,DT,O,
8,majority,NOUN,"noun, singular or mass",NN,O,
8,of,ADP,"conjunction, subordinating or preposition",IN,O,
8,these,DET,determiner,DT,O,
8,children,NOUN,"noun, plural",NNS,O,
8,live,VERB,"verb, non-3rd person singular present",VBP,O,
8,in,ADP,"conjunction, subordinating or preposition",IN,O,
8,Southern,PROPN,"noun, proper singular",NNP,B,LOC
8,Asia,PROPN,"noun, proper singular",NNP,I,LOC
8,with,ADP,"conjunction, subordinating or preposition",IN,O,
8,nearly,ADV,adverb,RB,B,CARDINAL
8,56,NUM,cardinal number,CD,I,CARDINAL
8,million,NUM,cardinal number,CD,I,CARDINAL
8,stunted,VERB,"verb, past tense",VBD,O,
8,and,CCONJ,"conjunction, coordinating",CC,O,
8,more,ADJ,"adjective, comparative",JJR,B,CARDINAL
8,than,ADP,"conjunction, subordinating or preposition",IN,I,CARDINAL
8,25,NUM,cardinal number,CD,I,CARDINAL
8,million,NUM,cardinal number,CD,I,CARDINAL
8,wasted,VERB,"verb, past participle",VBN,O,
8,.,PUNCT,"punctuation mark, sentence closer",.,O,
9,"
",SPACE,whitespace,_SP,O,
9,At,ADP,"conjunction, subordinating or preposition",IN,O,
9,the,DET,determiner,DT,O,
9,same,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
9,time,NOUN,"noun, singular or mass",NN,O,
9,",",PUNCT,"punctuation mark, comma",",",O,
9,overweight,NOUN,"noun, singular or mass",NN,O,
9,and,CCONJ,"conjunction, coordinating",CC,O,
9,obesity,NOUN,"noun, singular or mass",NN,O,
9,has,AUX,"verb, 3rd person singular present",VBZ,O,
9,increased,VERB,"verb, past participle",VBN,O,
9,rapidly,ADV,adverb,RB,O,
9,",",PUNCT,"punctuation mark, comma",",",O,
9,especially,ADV,adverb,RB,O,
9,in,ADP,"conjunction, subordinating or preposition",IN,O,
9,South,PROPN,"noun, proper singular",NNP,B,LOC
9,-,PUNCT,"punctuation mark, hyphen",HYPH,I,LOC
9,Eastern,PROPN,"noun, proper singular",NNP,I,LOC
9,Asia,PROPN,"noun, proper singular",NNP,I,LOC
9,and,CCONJ,"conjunction, coordinating",CC,O,
9,the,DET,determiner,DT,O,
9,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
9,",",PUNCT,"punctuation mark, comma",",",O,
9,with,ADP,"conjunction, subordinating or preposition",IN,O,
9,an,DET,determiner,DT,B,CARDINAL
9,estimated,VERB,"verb, past participle",VBN,I,CARDINAL
9,14.5,NUM,cardinal number,CD,I,CARDINAL
9,million,NUM,cardinal number,CD,I,CARDINAL
9,children,NOUN,"noun, plural",NNS,O,
9,under,ADP,"conjunction, subordinating or preposition",IN,B,DATE
9,5,NUM,cardinal number,CD,I,DATE
9,",",PUNCT,"punctuation mark, comma",",",O,
9,being,AUX,"verb, gerund or present participle",VBG,O,
9,overweight,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
9,or,CCONJ,"conjunction, coordinating",CC,O,
9,obese,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,NORP
9,.,PUNCT,"punctuation mark, sentence closer",.,O,
10,"
",SPACE,whitespace,_SP,O,
10,Poor,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,diets,NOUN,"noun, plural",NNS,O,
10,and,CCONJ,"conjunction, coordinating",CC,O,
10,inadequate,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,nutritional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,intake,NOUN,"noun, singular or mass",NN,O,
10,is,AUX,"verb, 3rd person singular present",VBZ,O,
10,an,DET,determiner,DT,O,
10,ongoing,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
10,problem,NOUN,"noun, singular or mass",NN,O,
10,.,PUNCT,"punctuation mark, sentence closer",.,O,
11,"
",SPACE,whitespace,_SP,O,
11,The,DET,determiner,DT,O,
11,cost,NOUN,"noun, singular or mass",NN,O,
11,of,ADP,"conjunction, subordinating or preposition",IN,O,
11,a,DET,determiner,DT,O,
11,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,diet,NOUN,"noun, singular or mass",NN,O,
11,is,AUX,"verb, 3rd person singular present",VBZ,O,
11,significantly,ADV,adverb,RB,O,
11,higher,ADJ,"adjective, comparative",JJR,O,
11,than,ADP,"conjunction, subordinating or preposition",IN,O,
11,that,PRON,determiner,DT,O,
11,of,ADP,"conjunction, subordinating or preposition",IN,O,
11,a,DET,determiner,DT,O,
11,diet,NOUN,"noun, singular or mass",NN,O,
11,that,PRON,wh-determiner,WDT,O,
11,provides,VERB,"verb, 3rd person singular present",VBZ,O,
11,sufficient,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,calories,NOUN,"noun, plural",NNS,O,
11,but,CCONJ,"conjunction, coordinating",CC,O,
11,lacks,NOUN,"noun, plural",NNS,O,
11,in,ADP,"conjunction, subordinating or preposition",IN,O,
11,nutritional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,value,NOUN,"noun, singular or mass",NN,O,
11,",",PUNCT,"punctuation mark, comma",",",O,
11,showing,VERB,"verb, gerund or present participle",VBG,O,
11,significant,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,gaps,NOUN,"noun, plural",NNS,O,
11,in,ADP,"conjunction, subordinating or preposition",IN,O,
11,the,DET,determiner,DT,O,
11,food,NOUN,"noun, singular or mass",NN,O,
11,system,NOUN,"noun, singular or mass",NN,O,
11,to,PART,"infinitival ""to""",TO,O,
11,deliver,VERB,"verb, base form",VB,O,
11,nutritious,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,options,NOUN,"noun, plural",NNS,O,
11,to,ADP,"conjunction, subordinating or preposition",IN,O,
11,all,PRON,determiner,DT,O,
11,at,ADP,"conjunction, subordinating or preposition",IN,O,
11,an,DET,determiner,DT,O,
11,affordable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
11,price,NOUN,"noun, singular or mass",NN,O,
11,.,PUNCT,"punctuation mark, sentence closer",.,O,
12,"
",SPACE,whitespace,_SP,O,
12,These,DET,determiner,DT,O,
12,costs,NOUN,"noun, plural",NNS,O,
12,are,AUX,"verb, non-3rd person singular present",VBP,O,
12,even,ADV,adverb,RB,O,
12,greater,ADJ,"adjective, comparative",JJR,O,
12,for,ADP,"conjunction, subordinating or preposition",IN,O,
12,women,NOUN,"noun, plural",NNS,O,
12,and,CCONJ,"conjunction, coordinating",CC,O,
12,children,NOUN,"noun, plural",NNS,O,
12,",",PUNCT,"punctuation mark, comma",",",O,
12,given,VERB,"verb, past participle",VBN,O,
